OID_,id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,response_time_num,type_num,license_tf,host_location_tf,host_verifications_num,amenities_num,host_duration,pop_past,pop_future,popularity,dist_attractions,dist_city,airbnb_count,average_price,poi_count,transport_count,hotel_count,relative_price,cluster_id
83,564220.0,2774354,100,96.0,f,t,t,47.57783,-122.29251,2,1.0,1.0,1.0,58.0,2.0,21.0,4.77,4.85,4.61,4.94,4.95,4.85,4.84,f,2,5,2,t,t,2,31,3816,-0.36,0.79,0.43,3992.838712767584,4041.667039211607,16,172.3125,17,15.0,0,-114.3125,0
84,564428.0,2774354,100,96.0,f,t,t,47.57796,-122.29373,2,1.0,1.0,1.0,55.0,2.0,28.0,4.68,4.79,4.5,4.87,4.9,4.66,4.73,f,2,5,2,t,t,2,36,3816,-0.12,1.0,0.88,3912.968738776313,3967.590259799759,16,172.3125,19,14.0,0,-117.3125,0
85,565703.0,2781551,100,99.0,t,t,t,47.620624,-122.29714,4,1.0,2.0,2.0,152.0,30.0,1125.0,4.66,4.75,4.59,4.92,4.92,4.83,4.72,t,4,5,3,t,t,3,44,3815,0.18,1.0,1.18,3057.5908770712535,3100.3296844942142,68,228.55882352941177,32,16.0,0,-76.55882352941177,0
86,566435.0,2438665,0,100.0,f,t,t,47.70084,-122.36738,2,4.0,1.0,1.0,75.0,30.0,365.0,4.85,4.77,4.89,4.87,4.89,4.7,4.78,t,4,1,2,t,t,2,29,3853,-0.81,1.11,0.3,3597.7292964831595,11144.089269071987,15,126.06666666666666,40,12.0,0,-51.06666666666666,0
87,573942.0,30559,100,97.0,t,t,t,47.54916,-122.31819,2,3.0,1.0,1.0,75.0,2.0,180.0,4.83,4.78,4.76,4.84,4.87,4.77,4.79,f,9,4,2,t,t,2,38,4870,-0.3,-0.39,-0.69,1764.13988851008,6143.828747360473,14,110.5,54,4.0,0,-35.5,0
88,598023.0,2613029,100,40.0,f,t,t,47.56162,-122.38812,2,1.0,1.0,1.0,129.0,3.0,29.0,4.73,4.76,4.59,4.9,4.95,4.9,4.62,f,1,4,2,t,t,3,51,3832,-1.07,-1.98,-3.05,3766.533720426021,6410.991120374493,18,165.33333333333334,156,21.0,0,-36.33333333333334,0
89,604600.0,103427,58,18.0,f,t,t,47.61326,-122.33148,4,1.0,1.0,2.0,282.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,3,3,f,f,2,25,4632,-1.16,-2.09,-3.25,827.0213379652117,1053.627612140505,103,200.7378640776699,548,38.0,3,81.26213592233009,2
90,607788.0,103427,58,18.0,f,t,t,47.61317,-122.33346,2,1.0,0.0,1.0,232.0,2.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,f,2,3,2,f,f,2,14,4632,-1.16,-2.09,-3.25,696.5785270839796,1069.1871308482491,104,199.0192307692308,689,45.0,3,32.9807692307692,2
91,609252.0,3018655,100,0.0,f,t,t,47.69647,-122.36322,4,1.0,2.0,4.0,275.0,30.0,1125.0,5.0,5.0,4.67,5.0,5.0,4.67,4.33,f,1,3,3,t,t,2,41,3792,-1.14,-0.81,-1.95,3041.1146330288702,10596.775660398334,23,161.7391304347826,22,9.0,0,113.2608695652174,2
92,609610.0,3022709,100,82.0,f,t,t,47.56994,-122.29403,2,1.0,1.0,1.0,95.0,3.0,90.0,4.83,4.91,4.94,4.91,5.0,4.44,4.91,f,2,4,3,t,t,2,23,3792,-1.04,1.11,0.07,3642.892381467957,4641.66444565848,17,144.41176470588235,16,8.0,0,-49.41176470588235,0
93,609701.0,3023407,100,98.0,t,t,t,47.65607,-122.35899,2,1.0,1.0,1.0,99.0,4.0,1125.0,4.93,4.95,4.87,4.99,4.97,4.93,4.94,t,1,5,3,t,t,2,43,3791,1.0,1.0,2.0,1648.36832755273,6201.572010217875,50,171.94,24,8.0,0,-72.94,0
94,611509.0,3032548,100,0.0,f,t,f,47.6638,-122.33827,1,1.0,1.0,1.0,80.0,30.0,60.0,4.89,4.87,4.76,4.9,4.96,4.84,4.82,f,1,5,2,t,t,3,34,3791,-0.84,1.11,0.27,1259.8720810141467,6695.896237907944,48,168.9375,116,12.0,0,-88.9375,0
95,620518.0,3074414,94,95.0,f,t,t,47.67489,-122.29078,2,1.0,1.0,1.0,109.0,30.0,1125.0,3.83,3.92,4.17,3.5,3.75,4.42,3.75,f,115,4,3,t,t,2,40,3787,-1.12,0.79,-0.33,1490.9914643149068,8433.877611947344,25,159.0,11,19.0,0,-50.0,0
96,631445.0,3139639,100,100.0,f,t,t,47.61373,-122.34887,4,1.0,1.0,2.0,95.0,30.0,1125.0,4.81,4.83,4.85,4.85,4.79,4.89,4.81,f,1,5,3,f,t,2,38,3781,-0.5,1.11,0.61,756.2523485862849,1791.8749554054864,180,215.94444444444443,276,9.0,2,-120.94444444444443,0
97,635878.0,3074414,94,95.0,f,t,t,47.66313,-122.31428,3,1.0,1.0,2.0,115.0,2.0,1125.0,4.16,4.55,4.42,4.61,4.54,4.5,4.18,f,115,4,3,t,t,2,33,3787,-1.0,1.11,0.11,837.539934713192,6698.764615016385,59,122.47457627118644,257,31.0,1,-7.474576271186436,0
98,637710.0,3181546,100,95.0,f,t,t,47.653,-122.35595,8,1.0,3.0,8.0,251.0,2.0,25.0,4.79,4.77,4.52,4.87,4.86,4.94,4.7,f,1,4,3,t,t,2,30,3776,-0.62,-0.49,-1.11,1928.900139878258,5802.587322141961,52,218.4807692307692,116,16.0,1,32.5192307692308,2
99,654734.0,3294357,100,96.0,t,t,t,47.61311,-122.32947,4,1.0,1.0,2.0,168.0,30.0,1125.0,4.57,4.62,4.61,4.84,4.85,4.83,4.53,t,4,5,3,f,t,2,22,3766,-0.84,-1.45,-2.29,953.446993207232,1032.5019199052056,116,196.71551724137927,388,35.0,3,-28.715517241379274,0
100,661708.0,3340441,100,0.0,f,t,t,47.62563,-122.29181,6,2.5,2.0,4.0,245.0,30.0,120.0,5.0,5.0,4.9,5.0,5.0,5.0,4.8,f,1,4,3,f,t,2,13,3761,-1.08,-1.88,-2.96,3360.324959382458,3760.795886935139,20,306.1,40,6.0,0,-61.10000000000002,0
101,677266.0,30559,100,97.0,t,t,t,47.55041,-122.31857,2,3.0,1.0,1.0,80.0,2.0,30.0,4.64,4.56,4.66,4.73,4.74,4.65,4.61,f,9,4,2,t,t,2,32,4870,-0.7,-0.28,-0.98,1673.641198985084,6002.176019278898,12,93.25,58,5.0,0,-13.25,0
102,677365.0,926885,100,93.0,t,t,t,47.52957,-122.36013,6,1.0,2.0,3.0,137.0,1.3,1125.0,4.9,4.96,4.95,4.97,4.95,4.86,4.88,f,2,5,3,t,t,2,37,4144,0.74,-1.24,-0.5,3460.3266680534134,8560.994309220905,11,155.27272727272728,1,11.0,0,-18.27272727272728,0
103,681866.0,103825,0,0.0,f,t,f,47.59245,-122.30322,2,1.0,1.0,1.0,60.0,30.0,30.0,4.98,5.0,4.95,5.0,5.0,4.63,4.95,f,1,1,2,f,t,2,25,4631,-1.0,1.11,0.11,2402.928128408262,2382.4803174800154,34,186.55882352941177,24,14.0,0,-126.55882352941177,0
104,689309.0,3520873,0,0.0,f,t,t,47.72131,-122.35846,2,1.0,1.0,1.0,146.0,30.0,365.0,4.94,5.0,5.0,5.0,5.0,4.88,4.88,f,1,1,2,t,t,2,33,3743,-1.1,-1.98,-3.08,5706.927841828696,13234.649134294412,7,177.4285714285714,10,9.0,0,-31.428571428571388,0
105,703058.0,1611114,100,100.0,t,t,t,47.65144,-122.33734,4,1.0,2.0,2.0,265.0,4.0,27.0,4.96,4.95,4.98,4.98,5.0,4.99,4.89,f,1,5,3,t,t,2,41,3981,-0.38,1.11,0.73,2133.8015320463965,5321.383320905707,42,182.40476190476187,70,13.0,0,82.59523809523813,2
106,704764.0,3620313,100,98.0,t,t,t,47.64057,-122.36956,4,1.0,2.0,2.0,175.0,1.3,16.0,4.91,4.93,4.95,4.94,4.96,4.89,4.88,f,1,5,3,t,f,2,18,3733,0.15,0.04,0.19,2866.904760554068,5049.6732555503195,58,298.36206896551727,22,17.0,0,-123.36206896551727,0
107,706385.0,2070664,100,93.0,t,t,t,47.64307,-122.32556,2,1.0,1.0,1.0,137.0,3.0,1125.0,4.98,4.98,4.99,4.97,4.98,4.94,4.9,f,1,5,3,t,t,2,17,3901,0.94,1.0,1.94,1880.0701396314987,4375.6922060716615,54,189.22222222222223,56,13.0,0,-52.22222222222223,0
108,708774.0,316200,100,100.0,t,t,t,47.64,-122.32412,4,1.0,1.0,2.0,109.0,30.0,1125.0,4.87,4.96,4.95,4.98,4.95,4.78,4.82,t,7,5,3,f,t,3,29,4381,-0.62,1.11,0.49,1638.6042443318831,4045.9839695854407,65,180.2153846153846,51,15.0,0,-71.21538461538461,0
109,723723.0,3740695,0,0.0,f,t,t,47.61896,-122.28818,1,1.0,1.0,1.0,524.0,30.0,200.0,4.64,4.51,4.84,4.77,4.79,4.65,4.56,f,2,1,3,f,t,2,6,3720,-0.97,-0.6,-1.57,3587.87243588534,3569.9166042541124,14,285.42857142857144,6,10.0,0,238.57142857142856,1
110,723846.0,3737272,100,100.0,t,t,t,47.69839,-122.31505,3,1.0,0.0,1.0,167.0,2.0,1125.0,4.89,4.93,4.92,4.92,4.94,4.86,4.81,f,1,5,3,t,t,1,55,3720,-0.46,-0.92,-1.38,3119.0723315508603,10573.600837893217,17,183.0,4,11.0,0,-16.0,0
111,748526.0,3932149,100,0.0,f,t,t,47.67846,-122.36325,2,1.0,1.0,1.0,61.0,30.0,30.0,4.64,4.61,4.79,4.88,4.82,4.81,4.63,f,1,3,3,f,t,2,28,3702,-0.82,1.11,0.29,1243.422453987307,8664.0347770411,32,177.90625,28,7.0,0,-116.90625,0
112,752483.0,450548,100,67.0,f,t,t,47.618918,-122.315682,4,2.0,2.0,2.0,149.0,29.7,1125.0,4.85,4.9,4.67,4.94,4.93,4.96,4.73,f,1,5,3,t,t,3,39,4283,-0.38,1.11,0.73,1845.3211848192436,1995.5419068475896,105,188.96190476190475,366,27.0,0,-39.96190476190475,0
113,757840.0,3991908,100,100.0,t,t,t,47.63349,-122.35611,8,2.5,4.0,7.0,357.0,3.1,1125.0,4.93,4.97,4.95,4.95,4.9,4.94,4.85,t,1,5,3,t,t,2,64,3695,0.6,1.11,1.71,1609.8172237544188,3835.026840165745,32,235.375,101,11.0,0,121.625,2
114,789229.0,1872473,0,0.0,f,t,t,47.59393,-122.33262,4,1.0,1.0,1.0,155.0,30.0,1125.0,4.75,4.82,4.55,4.89,4.93,4.73,4.71,f,1,1,3,f,t,2,16,3930,-0.66,-2.09,-2.75,743.4961452940381,1117.6200579414167,8,201.625,56,6.0,1,-46.625,0
115,793629.0,4181120,100,58.0,t,t,t,47.57734,-122.31492,2,1.0,1.0,1.0,121.0,10.0,180.0,4.84,4.89,4.83,4.94,4.9,4.82,4.84,f,1,4,3,t,f,2,54,3673,0.09,1.11,1.2,2872.1074878368686,3157.9686514916807,23,130.6086956521739,48,8.0,0,-9.608695652173907,0
116,841274.0,4133943,100,100.0,t,t,t,47.58548,-122.29458,4,1.0,1.0,2.0,100.0,3.0,45.0,4.86,4.96,4.9,4.98,4.93,4.85,4.88,f,1,5,3,t,t,2,38,3679,-0.47,0.89,0.42,3353.6405822795286,3359.2291262043273,28,184.6071428571429,16,13.0,0,-84.60714285714289,0
117,844939.0,4411144,100,100.0,t,t,t,47.61503,-122.3475,4,1.0,1.0,1.0,225.0,2.0,1125.0,4.83,4.91,4.91,4.85,4.9,4.97,4.79,t,2,5,3,t,t,3,27,3646,-0.48,0.47,-0.01,785.3829055437631,1808.0551210849007,215,201.51162790697677,326,22.0,3,23.48837209302323,2
118,846763.0,4421734,100,78.0,t,t,t,47.67995,-122.30859,2,1.0,1.0,1.0,60.0,30.0,365.0,4.82,4.89,4.81,4.82,4.88,4.88,4.9,f,1,5,2,f,t,3,29,3645,-0.87,0.47,-0.4,1044.3514475353875,8615.46303560765,18,156.83333333333334,30,8.0,0,-96.83333333333334,0
119,877203.0,287172,100,100.0,t,t,t,47.60029,-122.30185,2,1.5,1.0,1.0,53.0,30.0,1125.0,4.7,4.63,4.7,4.78,4.75,4.59,4.73,f,2,5,2,t,t,2,15,4408,-0.75,1.11,0.36,2232.872041161312,2157.713744109005,36,172.72222222222223,53,20.0,0,-119.72222222222223,0
120,879181.0,287172,100,100.0,t,t,t,47.60096,-122.3019,2,1.5,1.0,2.0,53.0,30.0,365.0,4.8,4.85,4.78,4.92,4.87,4.68,4.81,f,2,5,2,t,t,2,24,4408,-0.77,1.11,0.34,2214.593410774279,2141.6368945272498,38,189.21052631578948,53,20.0,0,-136.21052631578948,0
121,902609.0,3264544,100,100.0,f,t,t,47.52383,-122.35287,2,1.0,1.0,1.0,77.0,2.0,1125.0,4.8,4.88,4.86,4.98,4.96,4.53,4.79,t,3,5,3,t,t,2,46,3768,-0.23,-0.07,-0.3,3847.237864657137,9058.8616432718,12,134.75,6,7.0,0,-57.75,0
122,904057.0,4678869,100,99.0,f,t,t,47.66617,-122.36693,2,1.0,1.0,2.0,138.0,3.0,1125.0,4.92,4.94,4.88,4.98,4.97,4.88,4.92,f,1,5,3,t,t,3,32,3618,0.78,0.36,1.14,1194.950067172434,7464.194568821576,25,196.16,52,16.0,0,-58.16,0
123,942490.0,4705328,100,100.0,f,t,f,47.68726,-122.36279,5,1.0,1.0,3.0,108.0,2.0,100.0,4.46,4.53,4.58,4.84,4.75,4.68,4.55,f,1,4,2,t,t,2,31,3616,-0.63,-1.02,-1.65,2062.3114324048142,9596.209637515987,19,162.31578947368422,20,10.0,0,-54.31578947368422,0
124,948077.0,365687,90,100.0,t,t,t,47.62845,-122.32513,2,1.0,1.0,1.0,194.0,2.0,1125.0,4.98,4.97,4.98,4.96,4.88,4.96,4.88,t,1,5,3,t,t,3,57,4333,0.7,0.47,1.17,849.9285508716243,2762.0872724035457,37,205.13513513513516,92,16.0,0,-11.135135135135158,0
125,993804.0,3169976,67,75.0,f,t,t,47.66308,-122.2838,1,1.0,1.0,1.0,78.0,30.0,60.0,3.67,3.33,4.0,3.67,3.67,4.67,3.67,f,2,4,2,f,t,2,14,3777,-1.15,-1.24,-2.39,1751.326437733688,7448.550138242096,10,143.1,27,16.0,0,-65.1,0
126,1000883.0,5486919,100,100.0,t,t,t,47.58246,-122.39668,2,1.0,1.0,1.0,133.0,3.0,29.0,4.9,4.95,4.9,4.98,4.95,4.95,4.87,t,1,5,3,t,t,3,52,3555,-0.25,0.15,-0.1,4849.593297064066,5545.265820516212,35,234.88571428571427,15,11.0,0,-101.88571428571427,0
127,1012003.0,5567436,0,0.0,f,t,t,47.63948,-122.32236,4,1.0,1.0,2.0,145.0,30.0,360.0,4.94,4.92,4.97,4.97,5.0,4.94,4.94,f,1,1,2,t,t,2,36,3550,-1.01,1.11,0.1,1671.3575412861935,4005.50083023372,61,181.9344262295082,44,16.0,0,-36.934426229508205,0
128,1022135.0,5387574,0,50.0,f,t,t,47.70662,-122.34358,2,1.5,1.0,1.0,82.0,30.0,365.0,4.57,4.86,4.43,4.71,4.86,3.86,4.71,t,1,1,2,f,t,2,29,3562,-1.13,-1.34,-2.47,4104.764341763955,11473.357987886642,14,121.7142857142857,23,7.0,0,-39.714285714285694,0
129,1023693.0,5635244,100,99.0,t,t,t,47.67936,-122.3704,2,1.0,1.0,1.0,151.0,3.9,1125.0,4.93,4.96,4.97,4.99,4.99,4.84,4.88,f,2,5,3,t,t,3,17,3545,0.26,0.57,0.83,1709.9009750621397,8927.721005465211,33,149.6060606060606,44,8.0,0,1.3939393939394051,0
130,1042022.0,5736221,100,100.0,t,t,t,47.63326,-122.28009,2,1.0,1.0,1.0,105.0,2.0,1120.0,4.81,4.9,4.85,4.99,4.97,4.95,4.8,t,1,5,3,t,t,2,33,3538,0.2,0.57,0.77,3292.8339915084503,4981.678991298846,5,146.0,48,10.0,0,-41.0,0
131,1043194.0,3294357,100,96.0,t,t,t,47.61107,-122.32888,4,1.0,1.0,2.0,175.0,30.0,1125.0,4.81,4.88,4.83,4.88,4.91,4.92,4.68,t,4,5,3,t,t,2,26,3766,-0.95,1.11,0.16,741.3893388776067,809.6219246957272,99,194.3838383838384,364,44.0,3,-19.383838383838395,0
132,1048798.0,5774906,100,99.0,t,t,t,47.52586,-122.38272,4,2.0,1.0,2.0,193.0,2.0,60.0,4.96,4.97,4.95,4.99,4.97,4.96,4.86,f,1,5,3,t,t,2,57,3536,0.52,0.36,0.88,4804.906048045722,9531.779022125143,9,145.44444444444443,0,2.0,0,47.55555555555557,2
133,1090449.0,2739131,100,100.0,f,t,t,47.61769,-122.32645,4,1.0,1.0,1.0,107.0,2.0,8.0,4.76,4.76,4.6,4.97,4.95,4.9,4.76,f,1,5,3,t,t,3,23,3819,0.66,1.11,1.77,1352.1645277977343,1564.5091213905218,65,176.35384615384615,332,27.0,1,-69.35384615384615,0
134,1097520.0,6031552,100,93.0,t,t,t,47.56692,-122.28106,2,1.5,1.0,1.0,121.0,3.0,365.0,4.86,4.89,4.91,4.91,4.91,4.8,4.85,f,1,4,3,t,t,2,54,3519,0.07,0.68,0.75,4462.204499328399,5516.261120857504,13,138.23076923076923,1,2.0,0,-17.230769230769226,0
135,1100686.0,3921530,100,92.0,t,t,t,47.65417,-122.35402,2,1.0,1.0,1.0,77.0,4.0,1125.0,4.8,4.88,4.77,4.83,4.89,4.86,4.83,f,3,5,2,t,t,2,57,3703,0.48,0.15,0.63,1783.1488435708254,5879.258083815951,66,192.8939393939394,101,11.0,1,-115.8939393939394,0
136,1112092.0,5856339,100,91.0,t,t,t,47.63555,-122.365,3,1.0,1.0,3.0,135.0,7.0,90.0,4.87,4.94,4.85,4.83,4.9,4.92,4.73,f,1,4,3,t,t,2,14,3530,-0.95,-0.17,-1.12,2314.813477623364,4397.034891309875,53,302.43396226415086,31,18.0,0,-167.43396226415086,0
137,1114695.0,165390,100,99.0,t,t,t,47.66215,-122.33879,7,2.5,3.0,3.0,314.0,18.6,1124.0,4.8,4.86,4.9,4.92,4.95,4.88,4.74,f,4,4,3,t,t,2,21,4532,-0.85,0.15,-0.7,1341.7958203570888,6517.063258665803,44,186.70454545454544,129,13.0,0,127.29545454545456,2
138,1122236.0,1121532,100,52.0,f,t,t,47.62383,-122.32381,2,1.0,1.0,1.0,152.0,30.0,1125.0,4.74,4.74,4.83,4.82,4.82,4.88,4.53,f,11,4,3,t,t,2,25,4111,-0.58,-0.49,-1.07,1045.2144239260056,2272.561441785828,85,182.9294117647059,228,16.0,0,-30.92941176470589,0
139,1125133.0,3074414,94,95.0,f,t,t,47.65908,-122.31771,3,1.0,1.0,1.0,120.0,30.0,1125.0,4.0,4.28,4.11,4.31,4.44,4.22,4.0,f,115,4,3,t,t,2,27,3787,-1.01,-1.45,-2.46,671.6737063669444,6212.386493031413,90,130.33333333333334,212,35.0,0,-10.333333333333343,0
140,1146966.0,3921530,100,92.0,t,t,t,47.65474,-122.3526,2,1.0,1.0,1.0,93.0,4.0,1125.0,4.79,4.84,4.73,4.89,4.89,4.86,4.87,t,3,5,2,t,t,2,44,3703,0.14,0.79,0.93,1714.590012773268,5908.1367918948445,75,197.53333333333333,99,14.0,1,-104.53333333333333,0
141,1150519.0,6305984,0,50.0,f,t,t,47.67113,-122.31419,7,1.5,3.0,4.0,300.0,30.0,1125.0,4.95,5.0,4.89,5.0,4.95,4.94,4.83,f,1,1,3,f,t,3,33,3501,-1.09,-1.24,-2.33,351.43624962743866,7576.867061585699,33,155.78787878787878,69,12.0,0,144.21212121212122,2
142,1157083.0,3294357,100,96.0,t,t,t,47.61248,-122.32861,4,2.0,2.0,3.0,285.0,3.0,1125.0,4.74,4.82,4.66,4.8,4.88,4.92,4.56,t,4,5,3,t,t,2,27,3766,-0.8,-0.07,-0.87,899.1033600602074,967.6751438723859,114,195.0877192982456,343,43.0,3,89.91228070175441,2
143,1159111.0,1787819,91,97.0,f,t,t,47.61385,-122.32245,6,1.0,2.0,3.0,204.0,3.0,1125.0,4.78,4.88,4.84,4.95,4.9,4.79,4.77,t,3,5,3,t,t,2,48,3944,-0.59,0.47,-0.12,1213.4900405780431,1252.2576792282496,52,188.9807692307692,539,38.0,0,15.019230769230802,0
144,1171574.0,4485958,100,99.0,t,t,t,47.60962,-122.2952,2,1.0,1.0,1.0,83.0,4.1,60.0,4.9,4.96,4.88,4.99,4.98,4.84,4.9,f,2,4,3,t,t,2,21,3636,1.2,0.68,1.88,2740.983323491053,2699.133740742103,39,196.79487179487177,26,25.0,0,-113.79487179487177,0
145,1179538.0,6407320,100,76.0,f,t,t,47.67277,-122.3747,4,1.5,2.0,2.0,171.0,30.0,1125.0,4.83,4.8,4.67,4.8,4.83,4.6,4.6,f,3,5,2,t,t,2,22,3495,-1.13,-1.56,-2.69,1717.788640434012,8366.59362408988,24,219.33333333333331,95,8.0,0,-48.333333333333314,0
146,1190224.0,6506114,100,0.0,f,t,t,47.69414,-122.27722,1,1.0,1.0,1.0,60.0,30.0,90.0,4.77,4.83,4.48,4.82,4.97,4.72,4.69,f,2,4,2,f,t,2,22,3489,-1.04,-1.98,-3.02,3572.8218262967275,10797.116232207123,11,193.45454545454544,2,8.0,0,-133.45454545454544,0
147,1190571.0,6506114,100,0.0,f,t,t,47.69413,-122.2762,2,1.0,1.0,1.0,60.0,30.0,30.0,4.7,4.77,4.38,4.85,4.92,4.73,4.62,f,2,4,2,f,t,2,18,3489,-1.05,-1.98,-3.03,3624.5361218518,10824.497041706596,9,198.66666666666663,2,8.0,0,-138.66666666666663,0
148,1205666.0,6584748,100,86.0,t,t,t,47.53029,-122.38604,2,1.5,1.0,1.0,93.0,1.0,14.0,4.94,4.95,4.98,4.97,4.95,4.86,4.89,f,2,4,2,t,t,2,41,3484,0.1,-1.34,-1.24,4651.762770497054,9197.753002030202,13,161.92307692307693,0,1.0,0,-68.92307692307693,0
149,1219691.0,6654033,100,60.0,f,t,t,47.73206,-122.33943,4,1.0,2.0,2.0,129.0,30.0,1125.0,4.89,4.98,4.95,4.91,4.83,4.79,4.95,f,1,3,3,t,f,2,39,3480,-0.89,-0.39,-1.28,6948.4637056312,14274.222474630842,8,174.5,11,3.0,0,-45.5,0
150,1246769.0,1025723,100,98.0,t,t,t,47.61215,-122.32971,2,1.0,1.0,1.0,175.0,4.0,45.0,4.86,4.82,4.88,4.92,4.96,4.89,4.8,f,2,5,3,t,t,2,50,4122,0.41,0.04,0.45,850.683148168355,925.1851897494241,103,195.45631067961165,396,40.0,3,-20.456310679611647,0
151,1256892.0,6846442,100,97.0,t,t,t,47.67758,-122.35822,4,1.0,1.0,2.0,107.0,2.0,1125.0,4.9,4.9,4.98,4.98,4.96,4.88,4.86,f,1,5,3,t,t,2,50,3469,-0.09,1.0,0.91,942.5133514784897,8468.129941561729,27,198.11111111111111,55,6.0,0,-91.11111111111111,0
152,1260259.0,3009864,100,80.0,t,t,t,47.66046,-122.40292,3,1.0,1.0,1.0,161.0,12.5,686.6,4.96,4.95,4.94,4.97,4.98,4.91,4.86,f,1,5,3,t,t,3,45,3793,-0.61,-0.6,-1.21,621.6505338909257,8344.015059777188,12,138.66666666666663,22,14.0,0,22.33333333333337,0
153,1265651.0,3074414,94,95.0,f,t,t,47.66456,-122.3046,5,2.0,2.0,3.0,170.0,30.0,1000.0,4.14,4.48,4.52,4.37,4.33,4.52,3.93,f,115,4,3,t,t,2,44,3787,-1.02,0.47,-0.55,766.879491931805,7017.831098603516,50,127.94,111,17.0,0,42.06,0
154,1273432.0,6931145,0,100.0,f,t,t,47.60188,-122.30785,6,2.5,2.0,2.0,304.0,30.0,45.0,4.92,4.94,4.94,4.94,4.94,4.66,4.77,t,1,1,3,t,t,3,35,3464,-1.01,1.11,0.1,1756.1784218166692,1684.3024339962665,58,206.18965517241375,49,19.0,0,97.81034482758625,2
155,1299597.0,7066141,100,100.0,f,t,t,47.60179,-122.29357,3,1.0,2.0,2.0,145.0,2.1,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,5,3,t,t,2,46,3456,-0.77,0.57,-0.2,2821.5160561126463,2753.44236652722,29,175.82758620689654,19,20.0,0,-30.82758620689654,0
156,1301535.0,468703,100,96.0,t,t,t,47.68359,-122.38034,6,1.0,2.0,2.0,111.0,2.0,28.0,4.85,4.89,4.93,4.94,4.96,4.86,4.78,f,1,4,3,t,t,3,56,4274,0.36,1.11,1.47,1967.1286667664529,9638.911952943376,24,187.33333333333331,35,4.0,0,-76.33333333333331,0
157,1351716.0,6592975,100,63.0,t,t,t,47.59674,-122.30964,4,1.0,1.0,1.0,92.0,30.0,365.0,4.82,4.9,4.87,4.94,4.94,4.69,4.74,f,1,3,3,f,t,2,30,3483,-0.09,1.11,1.02,1771.700664669461,1726.3367655302272,22,163.95454545454547,45,10.0,0,-71.95454545454547,0
158,1355094.0,5112492,0,0.0,f,t,t,47.62195,-122.32262,1,1.0,1.0,1.0,36.0,30.0,1125.0,4.71,4.75,4.58,4.94,4.88,4.92,4.68,t,5,1,2,f,t,2,30,3582,-0.42,1.11,0.69,1224.346755340781,2090.6569378157965,113,172.41592920353983,296,25.0,0,-136.41592920353983,0
159,1356339.0,1121532,100,52.0,f,t,t,47.62235,-122.32594,2,1.0,1.0,1.0,157.0,30.0,1125.0,4.74,4.82,4.76,4.83,4.88,4.88,4.65,f,11,4,3,t,t,2,22,4111,-0.35,-0.39,-0.74,994.111370620356,2082.0639928222345,72,161.29166666666663,268,25.0,0,-4.291666666666629,0
160,1365882.0,3074414,94,95.0,f,t,t,47.66178,-122.30149,3,1.0,1.0,1.0,125.0,30.0,1125.0,4.03,4.27,4.4,4.43,4.6,4.43,4.03,f,115,4,3,t,t,2,45,3787,-1.01,1.11,0.1,565.0779588481729,6791.236726084993,32,138.875,154,11.0,0,-13.875,0
161,1407502.0,6136210,0,0.0,f,t,t,47.67306,-122.36651,1,1.0,1.0,1.0,70.0,30.0,1125.0,4.67,4.46,4.62,4.81,4.81,4.73,4.73,f,1,2,2,t,t,2,19,3512,-1.04,0.15,-0.89,1125.2539421080835,8169.769034161199,38,168.5,31,7.0,0,-98.5,0
162,1417880.0,3074414,94,95.0,f,t,t,47.66139,-122.31495,3,1.0,1.0,2.0,116.0,1.0,1125.0,4.11,4.33,4.47,4.61,4.61,4.53,4.25,f,115,4,3,t,t,2,28,3787,-1.01,0.89,-0.12,691.3089745147636,6499.467580461634,92,123.20652173913044,292,34.0,1,-7.206521739130437,0
163,1439237.0,7730805,100,50.0,f,t,t,47.6076,-122.29081,2,1.0,1.0,2.0,88.0,31.0,1125.0,4.91,4.91,4.99,4.97,5.0,4.95,4.79,f,2,4,2,t,t,3,5,3423,-0.77,1.11,0.34,3031.446173774864,2981.0266071968367,25,174.92,20,17.0,0,-86.91999999999999,0
164,1455269.0,7804761,100,97.0,f,t,t,47.56591,-122.28939,6,1.0,3.0,5.0,120.0,3.0,1125.0,4.86,4.89,4.92,4.94,4.95,4.6,4.85,f,1,4,3,t,t,2,55,3420,-0.25,0.79,0.54,3827.279812421192,5209.318874363299,25,137.4,29,6.0,0,-17.400000000000006,0
165,1484595.0,3074414,94,95.0,f,t,t,47.65865,-122.31784,3,1.0,1.0,1.0,106.0,30.0,1125.0,4.36,4.44,4.22,4.64,4.56,4.67,4.19,f,115,4,3,t,t,2,35,3787,-1.01,1.11,0.1,659.3237366108596,6163.65540986846,86,130.6046511627907,201,32.0,0,-24.604651162790702,0
